TRACK,TITLE,ARTIST,STARTTIME,ENDTIME,DURATION
1,September,"Earth, Wind & Fire",00:00:09,00:03:48,219
2,Why Don't You Do Right?,Peggy Lee,00:03:53,00:06:21,148
3,Midnight Door ~ Stay with me,Matsubara Miki,00:06:27,00:11:10,283
