TRACK,TITLE,ARTIST,STARTTIME,ENDTIME,DURATION
1,Swat Me Baby One More Time,Britney Spears,00:06:47,00:10:14,207
2,Torn (fly version),Natalie Imbruglia,00:21:50,00:25:53,243
3,Fly Will Always Love You,Whitney Houston (orig. Dolly Parton),00:31:43,00:35:46,243
4,Don't Stop Me Now,Queen (Clara swat version),00:50:33,00:54:15,222
